id,noticeNumber,lotNumber,lotStatus,biddType,biddForm,lotName,lotDescription,biddEndTime,lotImages,currencyCode,category,createDate,timeZoneName,timezoneOffset,hasAppeals,isStopped,isAnnulled,noticeFirstVersionPublicationDate,npaHintCode,typeTransaction,priceMin,etpCode,noticeAttributes,lotVat,parentProcedure,subject,rent_period,area,cadastral_number,link,rosreestr_info,coords_center,address,auction_start_date,bidd_start_date,auction_link,price_step,deposit_price,files,cad_link
22000015920000000637_1,22000015920000000637,1,APPLICATIONS_SUBMISSION,Аренда и продажа земельных участков,Электронный аукцион,ежегодная арендная плата,Границы земельного участка описаны в Выписке из ЕГРН об объекте недвижимости от 28.11.2024г.  № КУВИ-001/2024-288697175,2025-01-27 10:00:00+00:00,https://torgi.gov.ru/new/file-store/v1/676be41626093e159b462d9f?disposition=inline,643,Земли сельскохозяйственного назначения,2024-12-25 14:57:36.239000+00:00,МСК+1,240,False,False,False,2024-12-25T10:57:58.195Z,hint1_ZK,rent,6239.0,ETP_RAD,"[{'code': 'DA_tradingFeatures_EA(ZK)', 'fullName': 'Торги проводятся с учетом особенностей в соответствии с 161-ФЗ от 24.07.2008 «О содействии развитию жилищного строительства»', 'value': False, 'attributeType': 'Checker', 'group': {'code': 'N250', 'name': '1.2 Извещение_основные_сведения', 'displayGroupType': 'NOTICE'}, 'sortOrder': 1}]","{'code': 'notAssessedVAT', 'name': 'НДС не облагается'}",,Астраханская область,5 (пять) лет,1500000.0,30:10:070701:189,https://torgi.gov.ru/new/public/lots/lot/22000015920000000637_1,"([47.29539788960884, 48.189091460057405], 'Астраханская область, Харабалинский р-н, в 40,7 км на северо-восток от с. Хошеутово, вблизи кладб. Сагиздемола, в границах МО ""Хошеутовский сельсовет""')","[47.29539788960884, 48.189091460057405]","Астраханская область, Харабалинский р-н, в 40,7 км на северо-восток от с. Хошеутово, вблизи кладб. Сагиздемола, в границах МО ""Хошеутовский сельсовет""",2025-01-31 13:00:00+00:00,2024-12-27 11:00:00+00:00,https://catalog.lot-online.ru/notice/22000015920000000637/1,187.0,1247.0,"[('извещение.doc', 'https://torgi.gov.ru/new/file-store/v1/676be427d09dc150429e0600'), ('189.png', 'https://torgi.gov.ru/new/file-store/v1/676be41626093e159b462d9f')]","https://pkk.rosreestr.ru/#/search/48.189091460057405,47.29539788960884/19/@5w3tqw5ca?text=30:10:70701:189&opened=30:10:70701:189"
22000015920000000636_1,22000015920000000636,1,APPLICATIONS_SUBMISSION,Аренда и продажа земельных участков,Электронный аукцион,ежегодная арендная плата,Границы земельного участка описаны в Выписке из ЕГРН об объекте недвижимости №КУВИ-____________от ______.,2025-01-27 10:00:00+00:00,https://torgi.gov.ru/new/file-store/v1/676bdf8726093e159b462938?disposition=inline,643,Земли сельскохозяйственного назначения,2024-12-25 14:40:30.133000+00:00,МСК+1,240,False,False,False,2024-12-25T10:40:50.781Z,hint1_ZK,rent,6203.0,ETP_RAD,"[{'code': 'DA_tradingFeatures_EA(ZK)', 'fullName': 'Торги проводятся с учетом особенностей в соответствии с 161-ФЗ от 24.07.2008 «О содействии развитию жилищного строительства»', 'value': False, 'attributeType': 'Checker', 'group': {'code': 'N250', 'name': '1.2 Извещение_основные_сведения', 'displayGroupType': 'NOTICE'}, 'sortOrder': 1}]","{'code': 'notAssessedVAT', 'name': 'НДС не облагается'}",,Астраханская область,5 (пять) лет,1500000.0,30:10:070701:190,https://torgi.gov.ru/new/public/lots/lot/22000015920000000636_1,"([47.2952392890375, 48.198456721674624], 'Астраханская область, Харабалинский р-н, в 41,1 км на северо-восток от с. Хошеутово, вблизи кладб. Сагиздемола, в границах МО ""Хошеутовский сельсовет""')","[47.2952392890375, 48.198456721674624]","Астраханская область, Харабалинский р-н, в 41,1 км на северо-восток от с. Хошеутово, вблизи кладб. Сагиздемола, в границах МО ""Хошеутовский сельсовет""",2025-01-31 12:00:00+00:00,2024-12-27 11:00:00+00:00,https://catalog.lot-online.ru/notice/22000015920000000636/1,186.0,1240.0,"[('извещение.doc', 'https://torgi.gov.ru/new/file-store/v1/676bdfde1754143a1cafc6f5'), ('Без имени.png', 'https://torgi.gov.ru/new/file-store/v1/676bdf8726093e159b462938')]","https://pkk.rosreestr.ru/#/search/48.198456721674624,47.2952392890375/19/@5w3tqw5ca?text=30:10:70701:190&opened=30:10:70701:190"
22000015920000000635_1,22000015920000000635,1,APPLICATIONS_SUBMISSION,Аренда и продажа земельных участков,Электронный аукцион,ежегодная арендная плата,Границы земельного участка описаны в Выписке из ЕГРН об объекте недвижимости от 28.11.2024г. № КУВИ-001/2024-288686043,2025-01-27 10:00:00+00:00,https://torgi.gov.ru/new/file-store/v1/676bdc62029b367c711d4d59?disposition=inline,643,Земли сельскохозяйственного назначения,2024-12-25 14:23:03.295000+00:00,МСК+1,240,False,False,False,2024-12-25T10:23:39.186Z,hint1_ZK,rent,6278.0,ETP_RAD,"[{'code': 'DA_tradingFeatures_EA(ZK)', 'fullName': 'Торги проводятся с учетом особенностей в соответствии с 161-ФЗ от 24.07.2008 «О содействии развитию жилищного строительства»', 'value': False, 'attributeType': 'Checker', 'group': {'code': 'N250', 'name': '1.2 Извещение_основные_сведения', 'displayGroupType': 'NOTICE'}, 'sortOrder': 1}]","{'code': 'notAssessedVAT', 'name': 'НДС не облагается'}",,Астраханская область,5 (пять) лет,1500000.0,30:10:070701:188,https://torgi.gov.ru/new/public/lots/lot/22000015920000000635_1,"([47.295513630363615, 48.17959159688256], 'Российская Федерация, Астраханская область, Харабалинский р-н, в 40,3 км на северо-восток от с. Хошеутово, вблизи кладб. Сагиздемола, в границах МО ""Хошеутовский сельсовет""')","[47.295513630363615, 48.17959159688256]","Российская Федерация, Астраханская область, Харабалинский р-н, в 40,3 км на северо-восток от с. Хошеутово, вблизи кладб. Сагиздемола, в границах МО ""Хошеутовский сельсовет""",2025-01-31 11:00:00+00:00,2024-12-27 11:00:00+00:00,https://catalog.lot-online.ru/notice/22000015920000000635/1,188.0,1255.0,"[('извещение.doc', 'https://torgi.gov.ru/new/file-store/v1/676bdc7ad09dc150429dfd1f'), ('Без имени.png', 'https://torgi.gov.ru/new/file-store/v1/676bdc62029b367c711d4d59')]","https://pkk.rosreestr.ru/#/search/48.17959159688256,47.295513630363615/19/@5w3tqw5ca?text=30:10:70701:188&opened=30:10:70701:188"
22000015920000000634_1,22000015920000000634,1,APPLICATIONS_SUBMISSION,Аренда и продажа земельных участков,Электронный аукцион,ежегодная арендная плата,Границы земельного участка описаны в Выписке из ЕГРН об объекте недвижимости от 28.11.2024г. № КУВИ-001/2024-288677688,2025-01-27 10:00:00+00:00,https://torgi.gov.ru/new/file-store/v1/676bd74326093e159b461dec?disposition=inline,643,Земли сельскохозяйственного назначения,2024-12-25 14:00:40.463000+00:00,МСК+1,240,False,False,False,2024-12-25T10:01:43.527Z,hint1_ZK,rent,6880.0,ETP_RAD,"[{'code': 'DA_tradingFeatures_EA(ZK)', 'fullName': 'Торги проводятся с учетом особенностей в соответствии с 161-ФЗ от 24.07.2008 «О содействии развитию жилищного строительства»', 'value': False, 'attributeType': 'Checker', 'group': {'code': 'N250', 'name': '1.2 Извещение_основные_сведения', 'displayGroupType': 'NOTICE'}, 'sortOrder': 1}]","{'code': 'notAssessedVAT', 'name': 'НДС не облагается'}",,Астраханская область,5 (пять) лет,1500000.0,30:10:070702:158,https://torgi.gov.ru/new/public/lots/lot/22000015920000000634_1,"([47.25721540047065, 48.11226752777892], 'Российская Федерация, Астраханская область, р-н Харабалинский, в 34 км на северо-восток от с. Хошеутово, граничит с Красноярским районом с восточной стороны, в границах МО ""Хошеутовский сельсовет""')","[47.25721540047065, 48.11226752777892]","Российская Федерация, Астраханская область, р-н Харабалинский, в 34 км на северо-восток от с. Хошеутово, граничит с Красноярским районом с восточной стороны, в границах МО ""Хошеутовский сельсовет""",2025-01-31 10:00:00+00:00,2024-12-27 11:00:00+00:00,https://catalog.lot-online.ru/notice/22000015920000000634/1,206.0,1376.0,"[('извещение.doc', 'https://torgi.gov.ru/new/file-store/v1/676bd74826093e159b461df3'), ('Без имени.png', 'https://torgi.gov.ru/new/file-store/v1/676bd74326093e159b461dec')]","https://pkk.rosreestr.ru/#/search/48.11226752777892,47.25721540047065/19/@5w3tqw5ca?text=30:10:70702:158&opened=30:10:70702:158"
22000015920000000633_1,22000015920000000633,1,APPLICATIONS_SUBMISSION,Аренда и продажа земельных участков,Электронный аукцион,ежегодная арендная плата,Границы земельного участка описаны в Выписке из ЕГРН об объекте недвижимости от 10.12.2024г. № КУВИ-001/2024-299404011.,2025-01-27 10:00:00+00:00,https://torgi.gov.ru/new/file-store/v1/676bd1a426093e159b461761?disposition=inline,643,Земли сельскохозяйственного назначения,2024-12-25 13:40:29.444000+00:00,МСК+1,240,False,False,False,2024-12-25T09:41:16.364Z,hint1_ZK,rent,17473.0,ETP_RAD,"[{'code': 'DA_tradingFeatures_EA(ZK)', 'fullName': 'Торги проводятся с учетом особенностей в соответствии с 161-ФЗ от 24.07.2008 «О содействии развитию жилищного строительства»', 'value': False, 'attributeType': 'Checker', 'group': {'code': 'N250', 'name': '1.2 Извещение_основные_сведения', 'displayGroupType': 'NOTICE'}, 'sortOrder': 1}]","{'code': 'notAssessedVAT', 'name': 'НДС не облагается'}",,Астраханская область,5 (пять) лет,3959042.0,30:10:070702:159,https://torgi.gov.ru/new/public/lots/lot/22000015920000000633_1,"([47.27673700654675, 47.93978188571911], 'Российская Федерация, Астраханская область, Харабалинский район, в 28,61 км на северо-восток от с. Хошеутово, пески Айгай, в границах муниципального образования «Сельское поселение Хошеутовский сельсовет Харабалинского муниципального района Астраханской области»')","[47.27673700654675, 47.93978188571911]","Российская Федерация, Астраханская область, Харабалинский район, в 28,61 км на северо-восток от с. Хошеутово, пески Айгай, в границах муниципального образования «Сельское поселение Хошеутовский сельсовет Харабалинского муниципального района Астраханской области»",2025-01-31 09:00:00+00:00,2024-12-27 11:00:00+00:00,https://catalog.lot-online.ru/notice/22000015920000000633/1,524.0,3494.0,"[('извещение.doc', 'https://torgi.gov.ru/new/file-store/v1/676bd255d09dc150429defc6'), ('Без имени.png', 'https://torgi.gov.ru/new/file-store/v1/676bd1a426093e159b461761')]","https://pkk.rosreestr.ru/#/search/47.93978188571911,47.27673700654675/19/@5w3tqw5ca?text=30:10:70702:159&opened=30:10:70702:159"
23000052470000000125_7,23000052470000000125,7,APPLICATIONS_SUBMISSION,Реализация имущества должников,Аукцион,"Цымбалов Р.Н. Земельный участок, пл. 152000 кв.м, кад. №: 30:01:070101:341, адрес: Астраханская обл., Ахтубинский р-н, 9,5-10,0 км северо-западнее с. Ново-Николаевка","Цымбалов Р.Н. Земельный участок, пл. 152000 кв.м, кад. №: 30:01:070101:341, адрес: Астраханская обл., Ахтубинский р-н, 9,5-10,0 км северо-западнее с. Ново-Николаевка",2025-01-27 17:00:00+00:00,https://torgi.gov.ru/new/file-store/v1/676ba9c726093e159b45c396?disposition=inline,643,Земли сельскохозяйственного назначения,2024-12-25 10:13:01.722000+00:00,МСК+1,240,False,False,False,2024-12-26T09:20:29.242Z,hint2_229FZ_PA_1,sale,480300.0,,"[{'code': 'DA_npaForProcedure_BA(229)', 'fullName': 'Нормативный правовой акт, на основании которого проходят торги', 'value': {'code': '229FZ', 'name': '229-ФЗ'}, 'attributeType': 'Select', 'group': {'code': 'N250', 'name': '1.2 Извещение_основные_сведения', 'displayGroupType': 'NOTICE'}, 'sortOrder': 1}]","{'code': 'notAssessedVAT', 'name': 'НДС не облагается'}",,Астраханская область,,152000.0,30:01:070101:341,https://torgi.gov.ru/new/public/lots/lot/23000052470000000125_7,"([48.121881711806054, 46.450788096634625], 'Астраханская обл, р-н Ахтубинский, 9,5-10,0 км северо-западнее с.Ново-Николаевка')","[48.121881711806054, 46.450788096634625]","Астраханская обл, р-н Ахтубинский, 9,5-10,0 км северо-западнее с.Ново-Николаевка",2025-01-31 11:00:00+00:00,2024-12-27 11:00:00+00:00,,4803.0,72045.0,"[('Цымбалов роскадастр.png', 'https://torgi.gov.ru/new/file-store/v1/676ba9d526093e159b45c39a'), ('Цымбалов.pdf', 'https://torgi.gov.ru/new/file-store/v1/676ba9dc029b367c711cd224'), ('невижимость.jpeg', 'https://torgi.gov.ru/new/file-store/v1/676ba9c726093e159b45c396')]","https://pkk.rosreestr.ru/#/search/46.450788096634625,48.121881711806054/19/@5w3tqw5ca?text=30:1:70101:341&opened=30:1:70101:341"
23000052470000000125_8,23000052470000000125,8,APPLICATIONS_SUBMISSION,Реализация имущества должников,Аукцион,"Петрова С.В. Земельный участок, пл. 35491 кв.м, кад. №: 30:01:160102:579, адрес: Астраханская обл., Ахтубинский р-н, в районе р. Владимировский Затон (насосная станция)","Петрова С.В. Земельный участок, пл. 35491 кв.м, кад. №: 30:01:160102:579, адрес: Астраханская обл., Ахтубинский р-н, в районе р. Владимировский Затон (насосная станция)",2025-01-27 17:00:00+00:00,https://torgi.gov.ru/new/file-store/v1/676baa761754143a1caf4170?disposition=inline,643,Земли сельскохозяйственного назначения,2024-12-25 10:13:01.722000+00:00,МСК+1,240,False,False,False,2024-12-26T09:20:29.242Z,hint2_229FZ_PA_1,sale,65000.0,,"[{'code': 'DA_npaForProcedure_BA(229)', 'fullName': 'Нормативный правовой акт, на основании которого проходят торги', 'value': {'code': '229FZ', 'name': '229-ФЗ'}, 'attributeType': 'Select', 'group': {'code': 'N250', 'name': '1.2 Извещение_основные_сведения', 'displayGroupType': 'NOTICE'}, 'sortOrder': 1}]","{'code': 'notAssessedVAT', 'name': 'НДС не облагается'}",,Астраханская область,,35491.0,30:01:160102:579,https://torgi.gov.ru/new/public/lots/lot/23000052470000000125_8,"([48.333700786955895, 46.027556136883646], 'Астраханская обл, р-н Ахтубинский, в районе р.Владимировский Затон (насосная станция)')","[48.333700786955895, 46.027556136883646]","Астраханская обл, р-н Ахтубинский, в районе р.Владимировский Затон (насосная станция)",2025-01-31 11:00:00+00:00,2024-12-27 11:00:00+00:00,,650.0,9750.0,"[('Петрова роскадастр.png', 'https://torgi.gov.ru/new/file-store/v1/676baa8b1754143a1caf419e'), ('Петрова.pdf', 'https://torgi.gov.ru/new/file-store/v1/676baa91029b367c711cd303'), ('невижимость.jpeg', 'https://torgi.gov.ru/new/file-store/v1/676baa761754143a1caf4170')]","https://pkk.rosreestr.ru/#/search/46.027556136883646,48.333700786955895/19/@5w3tqw5ca?text=30:1:160102:579&opened=30:1:160102:579"
23000052470000000125_1,23000052470000000125,1,APPLICATIONS_SUBMISSION,Реализация имущества должников,Аукцион,"Кинжибаев В.К. Земельный участок, пл. 104800 кв.м, кад. №: 30:03:121001:142, адрес: Астраханская обл., Енотаевский р-н, 8,3 км севернее пос. Волжский","Кинжибаев В.К. Земельный участок, пл. 104800 кв.м, кад. №: 30:03:121001:142, адрес: Астраханская обл., Енотаевский р-н, 8,3 км севернее пос. Волжский",2025-01-27 17:00:00+00:00,https://torgi.gov.ru/new/file-store/v1/676ba26126093e159b45bae1?disposition=inline,643,Земли сельскохозяйственного назначения,2024-12-25 10:13:01.722000+00:00,МСК+1,240,False,False,False,2024-12-26T09:20:29.242Z,hint2_229FZ_PA_1,sale,146115.0,,"[{'code': 'DA_npaForProcedure_BA(229)', 'fullName': 'Нормативный правовой акт, на основании которого проходят торги', 'value': {'code': '229FZ', 'name': '229-ФЗ'}, 'attributeType': 'Select', 'group': {'code': 'N250', 'name': '1.2 Извещение_основные_сведения', 'displayGroupType': 'NOTICE'}, 'sortOrder': 1}]","{'code': 'notAssessedVAT', 'name': 'НДС не облагается'}",,Астраханская область,,104800.0,30:03:121001:142,https://torgi.gov.ru/new/public/lots/lot/23000052470000000125_1,"([47.03906156218279, 47.50456502070781], 'Астраханская область, Енотаевский район, 8,3 км севернее пос. Волжский\xa0')","[47.03906156218279, 47.50456502070781]","Астраханская область, Енотаевский район, 8,3 км севернее пос. Волжский ",2025-01-31 11:00:00+00:00,2024-12-27 11:00:00+00:00,,1461.15,21918.0,"[('Кинжибаев роскадастр  (1).png', 'https://torgi.gov.ru/new/file-store/v1/676ba26826093e159b45bae9'), ('Кинжибаев роскадастр  (2).png', 'https://torgi.gov.ru/new/file-store/v1/676ba2671754143a1caf32e7'), ('Кинжибаев роскадастр  (3).png', 'https://torgi.gov.ru/new/file-store/v1/676ba2671754143a1caf32eb'), ('Кинжибаев снижение.pdf', 'https://torgi.gov.ru/new/file-store/v1/676ba2681754143a1caf32f1'), ('Кинжибаев.pdf', 'https://torgi.gov.ru/new/file-store/v1/676ba2691754143a1caf32fd'), ('невижимость.jpeg', 'https://torgi.gov.ru/new/file-store/v1/676ba26126093e159b45bae1')]","https://pkk.rosreestr.ru/#/search/47.50456502070781,47.03906156218279/19/@5w3tqw5ca?text=30:3:121001:142&opened=30:3:121001:142"
22000021310000000549_1,22000021310000000549,1,APPLICATIONS_SUBMISSION,Аренда и продажа земельных участков,Электронный аукцион,стоимость земельного участка,от 24.12.2024 №КУВИ-001/2024-311252829,2025-01-25 17:00:00+00:00,https://torgi.gov.ru/new/file-store/v1/676ba08bd09dc150429d9578?disposition=inline,643,Земли населенных пунктов,2024-12-25 10:07:12.806000+00:00,МСК+1,240,False,False,False,2024-12-25T06:07:30.815Z,hint1_ZK,sale,171000.0,ETP_AVK,"[{'code': 'DA_tradingFeatures_EA(ZK)', 'fullName': 'Торги проводятся с учетом особенностей в соответствии с 161-ФЗ от 24.07.2008 «О содействии развитию жилищного строительства»', 'value': False, 'attributeType': 'Checker', 'group': {'code': 'N250', 'name': '1.2 Извещение_основные_сведения', 'displayGroupType': 'NOTICE'}, 'sortOrder': 1}]","{'code': 'notAssessedVAT', 'name': 'НДС не облагается'}",,Астраханская область,,686.0,30:05:170102:380,https://torgi.gov.ru/new/public/lots/lot/22000021310000000549_1,"([45.95564957834581, 48.11798705282278], 'Астраханская область, Камызякский муниципальный  район, сельское поселение ""Жан-Аульский сельсовет"", село Жан-Аул, ул. Советская, земельный участок  29а')","[45.95564957834581, 48.11798705282278]","Астраханская область, Камызякский муниципальный  район, сельское поселение ""Жан-Аульский сельсовет"", село Жан-Аул, ул. Советская, земельный участок  29а",2025-01-29 14:00:00+00:00,2024-12-26 10:00:00+00:00,http://sale.zakazrf.ru/NotificationEXLot/id/64003,5000.0,85000.0,"[('схема Жан Аул Советская 29а.jpg', 'https://torgi.gov.ru/new/file-store/v1/676ba08bd09dc150429d9578')]","https://pkk.rosreestr.ru/#/search/48.11798705282278,45.95564957834581/19/@5w3tqw5ca?text=30:5:170102:380&opened=30:5:170102:380"
22000093420000000287_1,22000093420000000287,1,APPLICATIONS_SUBMISSION,Аренда и продажа земельных участков,Сообщение о предоставлении (реализации),"В соответствии со статьей 39.18 Земельного кодекса Российской Федерации, информирует о возможности предоставлении земельного участка из земель населенных пунктов на праве аренды для ИЖС, Адрес (местоположение) земельного участка: 1.Астраханская обл., Ахтубинский р-н, с. Успенка, х. Кононенко, площадью 1996 кв.м., с условным кадастровым номером: 30:01:140302:113","В соответствии со статьей 39.18 Земельного кодекса Российской Федерации, информирует о возможности предоставлении земельного участка из земель населенных пунктов на праве аренды для ИЖС, Адрес (местоположение) земельного участка: 1.Астраханская обл., Ахтубинский р-н, с. Успенка, х. Кононенко, площадью 1996 кв.м., с условным кадастровым номером: 30:01:140302:113",2025-01-24 18:00:00+00:00,https://torgi.gov.ru/new/file-store/v1/676b9b14d09dc150429d8c0e?disposition=inline,643,Земли населенных пунктов,2024-12-25 09:42:04.545000+00:00,МСК+1,240,False,False,False,2024-12-25T13:08:45.11Z,hint1_ZK,rent,,,,,,Астраханская область,,1996.0,30:01:140302:113,https://torgi.gov.ru/new/public/lots/lot/22000093420000000287_1,"([48.156875528593936, 46.22571197608125], 'Российская Федерация, Астраханская область, Ахтубинский район, хутор Кононенко ')","[48.156875528593936, 46.22571197608125]","Российская Федерация, Астраханская область, Ахтубинский район, хутор Кононенко ",,2024-12-25 18:00:00+00:00,,,,"[('Кантемиров 1996 схема.pdf', 'https://torgi.gov.ru/new/file-store/v1/676b9ac2029b367c711cbb21'), ('2024-12-25_09-41-04.png', 'https://torgi.gov.ru/new/file-store/v1/676b9b14d09dc150429d8c0e')]","https://pkk.rosreestr.ru/#/search/46.22571197608125,48.156875528593936/19/@5w3tqw5ca?text=30:1:140302:113&opened=30:1:140302:113"
22000021310000000548_1,22000021310000000548,1,APPLICATIONS_SUBMISSION,Аренда и продажа земельных участков,Электронный аукцион,стоимость земельного участка,от 24.12.2024 №КУВИ-001/2024-311252828,2025-01-25 17:00:00+00:00,https://torgi.gov.ru/new/file-store/v1/676b9743029b367c711cb7aa?disposition=inline,643,Земли населенных пунктов,2024-12-25 09:39:31.627000+00:00,МСК+1,240,False,False,False,2024-12-25T05:39:57.695Z,hint1_ZK,sale,205000.0,ETP_AVK,"[{'code': 'DA_tradingFeatures_EA(ZK)', 'fullName': 'Торги проводятся с учетом особенностей в соответствии с 161-ФЗ от 24.07.2008 «О содействии развитию жилищного строительства»', 'value': False, 'attributeType': 'Checker', 'group': {'code': 'N250', 'name': '1.2 Извещение_основные_сведения', 'displayGroupType': 'NOTICE'}, 'sortOrder': 1}]","{'code': 'notAssessedVAT', 'name': 'НДС не облагается'}",,Астраханская область,,829.0,30:05:170102:378,https://torgi.gov.ru/new/public/lots/lot/22000021310000000548_1,"([45.956157392381456, 48.11801541384621], 'Астраханская область, Камызякский муниципальный  район, сельское поселение ""Жан-Аульский сельсовет"", село Жан-Аул, ул. Советская, земельный участок  27а')","[45.956157392381456, 48.11801541384621]","Астраханская область, Камызякский муниципальный  район, сельское поселение ""Жан-Аульский сельсовет"", село Жан-Аул, ул. Советская, земельный участок  27а",2025-01-29 11:00:00+00:00,2024-12-26 10:00:00+00:00,http://sale.zakazrf.ru/NotificationEXLot/id/64002,6000.0,102000.0,"[('схема Жан Аул Советская 27а.jpg', 'https://torgi.gov.ru/new/file-store/v1/676b9743029b367c711cb7aa')]","https://pkk.rosreestr.ru/#/search/48.11801541384621,45.956157392381456/19/@5w3tqw5ca?text=30:5:170102:378&opened=30:5:170102:378"
22000093420000000286_1,22000093420000000286,1,APPLICATIONS_SUBMISSION,Аренда и продажа земельных участков,Сообщение о предоставлении (реализации),"В соответствии со статьей 39.18 Земельного кодекса Российской Федерации, информирует о возможности предоставлении земельного участка из земель населенных пунктов на праве аренды для ИЖС, Адрес (местоположение) земельного участка: 1.Астраханская обл., Ахтубинский р-н, с. Успенка, х. Кононенко, площадью 2000 кв.м., с условным кадастровым номером: 30:01:140302:114","В соответствии со статьей 39.18 Земельного кодекса Российской Федерации, информирует о возможности предоставлении земельного участка из земель населенных пунктов на праве аренды для ИЖС, Адрес (местоположение) земельного участка: 1.Астраханская обл., Ахтубинский р-н, с. Успенка, х. Кононенко, площадью 2000 кв.м., с условным кадастровым номером: 30:01:140302:114",2025-01-24 18:00:00+00:00,https://torgi.gov.ru/new/file-store/v1/676b97de26093e159b45ad9a?disposition=inline,643,Земли населенных пунктов,2024-12-25 09:36:03.615000+00:00,МСК+1,240,False,False,False,2024-12-25T13:05:49.863Z,hint1_ZK,rent,,,,,,Астраханская область,,2000.0,30:01:140302:114,https://torgi.gov.ru/new/public/lots/lot/22000093420000000286_1,"([48.1544228565274, 46.227206156177395], 'Российская Федерация, Астраханская область, Ахтубинский район, хутор Кононенко')","[48.1544228565274, 46.227206156177395]","Российская Федерация, Астраханская область, Ахтубинский район, хутор Кононенко",,2024-12-25 18:00:00+00:00,,,,"[('Извщение.docx', 'https://torgi.gov.ru/new/file-store/v1/676b9985d09dc150429d8ae7'), ('штефан 2000 схема.pdf', 'https://torgi.gov.ru/new/file-store/v1/676b99ad26093e159b45aec1'), ('2024-12-25_09-27-09.png', 'https://torgi.gov.ru/new/file-store/v1/676b97de26093e159b45ad9a')]","https://pkk.rosreestr.ru/#/search/46.227206156177395,48.1544228565274/19/@5w3tqw5ca?text=30:1:140302:114&opened=30:1:140302:114"
21000017080000000893_1,21000017080000000893,1,APPLICATIONS_SUBMISSION,Аренда и продажа земельных участков,Электронный аукцион,"аукцион на право заключения договора  аренды земельного участка, расположенного по адресу: Астраханская область, р-н Приволжский, в 700 м юго-восточнее от п. Кинелле, в 50 м от автодороги Астрахань-Тишково, в 3,9 км от южной границы с. Килинчи",земельный участок с разрешенным использованием: растениеводство,2025-01-23 17:00:00+00:00,https://torgi.gov.ru/new/file-store/v1/676aa4ee029b367c711c3d52?disposition=inline,643,Земли сельскохозяйственного назначения,2024-12-24 16:13:35.105000+00:00,МСК+1,240,False,False,False,2024-12-24T12:13:48.08Z,hint1_ZK,rent,55684.0,ETP_RAD,"[{'code': 'DA_tradingFeatures_EA(ZK)', 'fullName': 'Торги проводятся с учетом особенностей в соответствии с 161-ФЗ от 24.07.2008 «О содействии развитию жилищного строительства»', 'value': False, 'attributeType': 'Checker', 'group': {'code': 'N250', 'name': '1.2 Извещение_основные_сведения', 'displayGroupType': 'NOTICE'}, 'sortOrder': 1}]","{'code': 'notAssessedVAT', 'name': 'НДС не облагается'}",,Астраханская область,5 (пять) лет,1274628.0,30:09:081201:39,https://torgi.gov.ru/new/public/lots/lot/21000017080000000893_1,"([46.23934213081747, 48.24058276102829], 'Астраханская область, р-н Приволжский, в 700 м юго-восточнее от п. Кинелле, в 50 м от автодороги Астрахань-Тишково, в 3,9 км от южной границы с. Килинчи')","[46.23934213081747, 48.24058276102829]","Астраханская область, р-н Приволжский, в 700 м юго-восточнее от п. Кинелле, в 50 м от автодороги Астрахань-Тишково, в 3,9 км от южной границы с. Килинчи",2025-01-27 10:00:00+00:00,2024-12-25 09:00:00+00:00,https://catalog.lot-online.ru/notice/21000017080000000893/1,1670.0,11136.0,"[('нет фото.jpg', 'https://torgi.gov.ru/new/file-store/v1/676aa4ee029b367c711c3d52')]","https://pkk.rosreestr.ru/#/search/48.24058276102829,46.23934213081747/19/@5w3tqw5ca?text=30:9:81201:39&opened=30:9:81201:39"
